
# 01-overview.sch:
# ----------------

# 02-pulprog.sch:
# ---------------

# 03-mcu-core.sch:
# ----------------
U05,LT1964,SOT25,LT1964ES5-5#TRMPBFCT-ND

# 07-asc-ina.sch:
# ---------------
C22,1n,0805,PCF1296CT-ND
C23,1n,0805,PCF1296CT-ND
C24,10n,0805,PCF1177CT-ND
C25,220p,0805,PCF1288CT-ND
C26,100n,0805,311-1142-1-ND
C27,10u,1206,399-3824-1-ND
C28,100n,0805,311-1142-1-ND
C29,10u,1206,399-3824-1-ND
D05,SD101A,SOD123,SD101AW-7FDICT-ND
D06,SD101A,SOD123,SD101AW-7FDICT-ND
L03,MMZ,0805,445-2199-1-ND
L04,MMZ,0805,445-2199-1-ND
R09,49.9,0805,PAT49.9BCT-ND
R10,49.9,0805,PAT49.9BCT-ND
R11,1M,0805,P1MDACT-ND
R12,1M,0805,P1MDACT-ND
U06,AD8428,SO8,AD8428ARZ-ND

# 08-asc-gain.sch:
# ----------------
C30,100n,0805,PCF1126CT-ND
C31,100n,0805,311-1142-1-ND
C32,10u,1206,399-3824-1-ND
C33,100n,0805,311-1142-1-ND
C34,10u,1206,399-3824-1-ND
R13,100k,0805,PAT100KBCT-ND
R14,1k,0805,PAT1.00KBCT-ND
R15,10,0805,PAT10.0BCT-ND
U07,AD8597,SO8,AD8597ARZ-ND

# 09-asc-fil-1of2.sch:
# --------------------
C35,100n,0805,311-1142-1-ND
C36,10u,1206,399-3824-1-ND
C37,100n,0805,311-1142-1-ND
C38,10u,1206,399-3824-1-ND
C39,10n,0805,PCF1177CT-ND
C40,10n,0805,PCF1177CT-ND
C41,10n,0805,PCF1177CT-ND
C42,10n,0805,PCF1177CT-ND
R16,14.3k,0805,P14.3KCCT-ND
R17,15.4k,0805,P15.4KDACT-ND
R18,45.3k,0805,P45.3KCCT-ND
R19,5.49k,0805,P5.49KCCT-ND
R20,6.04k,0805,P6.04KCCT-ND
R21,17.4k,0805,P17.4KCCT-ND
U08,OP462,SO14,OP462GSZ-ND

# 10-asc-fil-2of2.sch:
# --------------------
C43,10n,0805,PCF1177CT-ND
C44,10n,0805,PCF1177CT-ND
C45,10n,0805,PCF1177CT-ND
C46,10n,0805,PCF1177CT-ND
R22,13.3k,0805,P13.3KCCT-ND
R23,5.23k,0805,P5.23KCCT-ND
R24,232k,0805,P232KCCT-ND
R25,2k,0805,P2.0KACT-ND
R26,732,0805,P732CCT-ND
R27,34.8k,0805,P34.8KCCT-ND

# 11-adc.sch:
# -----------
C47,100n,0805,PCF1126CT-ND
C48,10u,1206,399-3824-1-ND
C49,100n,0805,311-1142-1-ND
C50,10u,1206,399-3824-1-ND
C51,100n,0805,311-1142-1-ND
C52,10n,0805,PCF1177CT-ND
C53,100n,0805,311-1142-1-ND
C54,10u,1206,399-3824-1-ND
L05,MMZ,0805,445-2199-1-ND
R28,10k,0805,PAT10.0KBCT-ND
R29,10k,0805,PAT10.0KBCT-ND
R30,49.9,0805,PAT49.9BCT-ND
RP2,47k,0805,P47.0KCCT-ND
U09,ADA4841-1,SOT26,ADA4841-1YRJZ-R7CT-ND
U10,AD7680,SOT26,AD7680ARJZ-REEL7CT-ND

# 12-dac.sch:
# -----------
C55,100n,0805,311-1142-1-ND
C56,10u,1206,399-3824-1-ND
L06,MMZ,0805,445-2199-1-ND
RP3,47k,0805,P47.0KCCT-ND
U11,AD5320,SOT26,AD5320BRTZREEL7CT-ND

# 13-ccs.sch:
# -----------
B01,10V~25V,-,CP-037BHPJCT-ND
C57,10n,0805,PCF1177CT-ND
C58,10u,1206,399-3824-1-ND
C59,100n,0805,311-1142-1-ND
Q01,IRLR024N,DPAK,IRLR024NPBFCT-ND
R31,100k,0805,PAT100KBCT-ND
R32,25k,0805,PNM0805-25KBCT-ND
R33,100,0805,P100CCT-ND
R34,500m,DPAK,PWR163S-25-R500F-ND
U12,AD8541,SOT26,AD8541ARTZ-REEL7CT-ND

# 14-relay.sch:
# -------------
D07,SD101A,SOD123,SD101AW-7FDICT-ND
J02,Coil,BNC,A97555-ND
K01,G6A-2,-,Z123-ND
Q02,FDN327N,SOT23,FDN327NCT-ND
RP4,47k,0805,P47.0KCCT-ND

# 15-leds.sch:
# ------------
D08,LNJP,0603,LNJP12X8ARACT-ND
D09,LNJP,0603,LNJP12X8ARACT-ND
D10,LNJP,0603,LNJP12X8ARACT-ND
RL1,422,0805,P422CCT-ND
RL2,422,0805,P422CCT-ND
RL3,422,0805,P422CCT-ND

